length_of_residence,total_members_in_household,mean_total_calls_veh,income_100k_,income_40___99999,credit_ranges_800_,education_completed_college,generation_baby_boomers__1948___1968_,generation_generation_x__1969___1980_,generation_post_war____1948_,aaa_financial_service_0,aaa_credit_card_0,occupation_group_management,occupation_group_professional,occupation_group_retired,kcl_b_ind_mosaicsgrouping_singles_and_starters,aaa_motorcycle_indicator_1_0,tenure_between_21___40_years,aaa_travel_0,no_members_3___member,aaa_cancel,membership_id,will_cancel_prob
13.0,1,2.5107,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,196942,0.25
11.25,3,2.8938,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,196948,0.13
0.0,1,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,196951,0.488205074566435
4.5,2,0.1645,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,196976,0.26
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,196984,1.0
4.0,1,2.5107,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,196993,0.29
15.0,2,2.3971,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,196996,0.15
6.6667,3,2.5485,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,197061,0.11
1.6,3,0.1645,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,197071,1.0
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,197083,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,197089,0.63699618902728
10.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,197095,0.33
12.1429,4,2.6025,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,197100,0.04
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197113,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197149,1.0
0.0,3,3.4601,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,197154,0.11
11.2,4,2.5485,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,197161,0.46
0.0,1,2.5485,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,197187,0.24
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197202,1.0
4.0,1,2.9578,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,197236,0.09
15.0,3,0.1645,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,197239,0.11
2.0,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,197270,1.0
6.5,2,2.8938,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197285,1.0
6.8182,6,2.9578,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,197294,0.23
3.1111,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,197295,0.58
0.0,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,197297,0.19571428571428573
9.0,5,0.1645,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,197305,0.06
15.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,197311,0.33
4.0,5,2.9785,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,197362,0.24
10.2143,6,2.8938,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,197363,0.18
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197368,1.0
15.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197373,1.0
10.4,4,2.3971,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,197375,0.02
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,197385,1.0
0.8,2,2.8409,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,197387,0.07
10.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,197390,1.0
0.0,5,2.7175,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,197396,0.07
9.0,3,2.5107,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,197410,0.06
13.0,1,3.0205,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,197411,0.3
4.0,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,197418,1.0
1.5,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,197433,1.0
7.1,6,2.5107,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,197441,0.02
5.0,2,2.8938,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,197443,0.03
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,197470,1.0
11.0,1,0.1645,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,197482,0.24
3.0,3,2.5485,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,197497,0.1
8.0,5,2.6025,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,197501,0.18
6.6,3,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,197510,1.0
11.6667,2,3.0681,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,197514,0.07
0.0,3,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,197520,1.0
0.0,2,2.6063,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,197533,0.19571428571428573
15.0,1,2.3971,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,197540,0.17
15.0,1,2.5107,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,197546,0.15
7.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197560,1.0
7.5,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,197565,0.6941176470588235
0.0,4,2.8938,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,197567,1.0
12.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,197572,1.0
7.5,3,0.1645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,197584,1.0
5.0,3,0.1645,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,197597,1.0
6.5,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197598,1.0
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,197613,1.0
15.0,2,2.5107,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,197614,0.27
3.0,4,2.5485,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,197622,0.4
8.3333,3,2.5485,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,197665,0.34
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,197681,1.0
15.0,2,2.6025,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,197740,0.08
0.0,1,2.5107,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197743,1.0
8.75,4,2.4416,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,197751,0.21
1.6667,3,0.1645,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,197756,1.0
11.25,3,2.8848,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,197760,0.24
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,197769,1.0
0.0,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,197777,1.0
4.4444,5,2.7175,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,197788,1.0
5.0,2,0.1645,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,197798,0.22
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,197819,1.0
7.9,4,3.4601,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,197833,1.0
13.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,197840,0.16
13.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,197854,0.24
13.125,4,3.7444,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,197866,0.29
7.5,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197871,1.0
21.5,5,2.8938,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,197876,0.04
5.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,197892,0.17
7.5,5,2.9578,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,197897,0.18
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,197903,1.0
7.5,2,0.1645,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,197911,1.0
0.0,4,2.9578,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,197921,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,197925,1.0
0.5,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,197960,1.0
0.0,3,2.4416,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,197972,0.42
6.5,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,198005,1.0
5.2,5,2.5107,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,198007,0.02
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,198011,1.0
4.0,2,2.8188,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,198014,0.17
0.0,2,3.1255,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198015,1.0
10.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,198021,0.16
15.0,2,2.9578,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,198023,0.15
13.3333,2,2.5485,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,198036,0.13
0.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,198038,1.0
7.5,3,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,198062,0.27
3.3,4,2.4416,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,198065,0.23
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198070,1.0
0.0,4,2.3971,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,198104,0.18
3.0,4,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,198105,1.0
15.0,2,3.1964,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,198106,0.14
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198121,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198132,1.0
7.5,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,198134,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198138,1.0
0.0,1,3.1255,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,198166,1.0
7.5,5,2.5485,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,198190,0.36
4.0,2,2.8938,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198206,1.0
0.0,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,198229,0.488205074566435
15.0,2,0.1645,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,198258,0.13
0.0,4,2.9785,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,198323,0.09
3.75,2,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,198337,1.0
15.0,1,0.1645,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,198346,0.09
6.5,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,198350,0.145
5.2,5,0.1645,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,198364,1.0
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,198386,1.0
4.5,2,2.5107,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,198401,0.1
0.0,2,2.4416,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,198417,0.488205074566435
0.0,2,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198478,1.0
0.0,2,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,198500,0.20383561643835615
7.5,4,2.9578,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,198518,0.25
8.0,4,3.1255,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,198526,0.14
15.0,3,2.6063,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,198572,0.12
1.6667,4,2.7175,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,198573,0.08
15.0,1,0.1645,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,198576,0.25
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,198582,1.0
10.0,2,2.5485,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,198583,0.08
0.0,1,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,198599,0.488205074566435
6.8571,2,3.1202,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,198603,0.08
0.0,3,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,198606,0.5192142857142857
1.8,3,2.8938,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,198609,1.0
0.0,2,3.1202,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,198612,0.07
2.0,1,2.8188,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198613,1.0
15.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,198616,0.33
3.5,3,2.4416,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,198642,0.24
15.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198664,1.0
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,198678,1.0
6.0,1,2.6025,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,198681,0.21
4.9412,9,0.1645,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,198686,1.0
3.0,1,2.8938,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,198700,0.24
9.6364,4,3.0205,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,198707,0.08
8.5714,3,2.9578,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,198719,0.14
0.0,2,2.5107,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,198720,0.17
8.3333,2,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,198730,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,198738,1.0
15.0,2,2.4416,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,198761,0.42
0.75,3,0.1645,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,198770,1.0
0.0,1,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,198794,0.4057460822166704
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,198811,1.0
10.0,2,2.5107,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,198818,0.10666666666666666
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198833,1.0
15.0,1,2.8938,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,198842,0.10666666666666666
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,198850,0.63699618902728
0.0,3,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,198864,1.0
13.5455,8,0.1645,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,198866,1.0
12.0,2,2.8188,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,198868,0.12
4.5,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,198872,1.0
0.0,2,0.1645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,198880,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,198925,1.0
2.8,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,198933,0.18
0.0,3,2.9578,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,198945,1.0
8.8,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,198988,1.0
0.0,3,2.9785,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,198989,1.0
7.0,2,2.9578,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,199017,0.11
15.0,1,0.1645,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,199019,0.2975
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199022,1.0
12.0,3,2.9578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,199023,0.17
15.0,1,2.8049,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,199028,1.0
7.5,2,0.1645,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,199050,1.0
0.0,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,199060,1.0
0.0,3,2.7486,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,199084,0.19
9.3333,5,3.1964,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,199132,0.26
2.3333,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,199140,0.2425
0.0,3,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,199150,1.0
5.0,1,2.9578,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,199151,0.22
4.0,4,2.5107,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199213,0.32807017543859657
2.0,1,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199231,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199232,1.0
5.625,4,2.5485,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,199234,0.23
15.0,1,2.3971,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,199240,0.2033333333333333
11.1429,3,2.5107,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,199292,0.04
13.0,2,0.1645,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199299,0.34
14.0,2,0.1645,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,199325,0.13
15.0,1,0.1645,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199347,0.6
15.0,2,3.1255,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,199352,0.3222222222222222
5.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,199364,0.265
4.3333,2,0.1645,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,199365,1.0
0.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,199368,0.25
15.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199373,0.6941176470588235
13.0,1,0.1645,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,199376,0.6333333333333333
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199391,0.63699618902728
12.5,2,2.5485,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,199395,0.19
5.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,199451,1.0
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,199458,1.0
14.0,2,0.1645,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,199464,0.1
1.6667,6,0.1645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,199520,1.0
3.75,3,0.1645,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,199534,0.14
15.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199544,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,199563,1.0
0.0,1,2.7576,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199593,1.0
4.3333,4,0.1645,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,199601,0.33
10.5,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,199621,0.5675
1.0,2,0.1645,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199636,1.0
12.2727,5,2.9578,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,199658,0.04
3.0,2,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,199711,0.3633333333333333
7.1111,4,2.6063,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,199720,0.07
0.0,3,2.6569,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,199728,0.5192142857142857
0.0,1,0.1645,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,199747,1.0
7.5,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,199759,1.0
15.0,1,2.5485,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,199767,0.29
0.0,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,199779,0.42121212121212115
13.0,1,2.8938,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,199793,0.11
0.6667,3,2.5485,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,199800,0.16
0.0,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,199815,0.3132539682539683
7.5,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,199816,1.0
8.8333,4,3.1255,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,199843,0.4013333333333333
0.0,1,2.5485,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,199875,0.16
15.0,2,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,199902,0.42263636363636364
15.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,199920,0.33
2.0,8,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,199921,1.0
4.0909,7,3.1202,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,199971,0.23
11.4,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,199989,1.0
0.3333,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,199991,1.0
7.5,3,2.9578,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,199999,0.03
0.0,1,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,200933,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,205264,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,205789,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,206566,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,208691,1.0
0.0,4,2.5485,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,208847,0.05
1.0,1,2.8848,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,213658,1.0
4.5,2,2.9785,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,214247,0.32807017543859657
1.0,1,0.1645,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,214506,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,214770,1.0
0.0,1,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,219325,1.0
0.0,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,221950,0.42121212121212115
9.0,1,0.1645,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,222016,1.0
0.0,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,223347,1.0
6.5,2,2.4416,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,223452,0.4013333333333333
5.0,1,2.5485,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,223552,0.1
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,224844,1.0
0.0,2,0.1645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,225310,1.0
22.0,1,3.1255,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,225407,1.0
2.1429,3,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,225587,1.0
15.0,2,3.0205,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,225742,0.07
15.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,225794,0.4311904761904762
0.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,225892,1.0
2.6923,6,2.4795,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,226007,0.42
